PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
2.00,0.00,0.00,863.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,15624,1562404,31504,VPS,"Valparaiso, FL",FL,12,Florida,33,2025,1,1,2,F
2.00,0.00,0.00,885.00,LF,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,01189,D,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,1,6,11387,1138701,31387,M91,"Springfield, TN",TN,47,Tennessee,54,13501,1350104,33501,MTH,"Marathon, FL",FL,12,Florida,33,2025,1,1,2,L
2.00,0.00,0.00,898.00,AN,21894,"ADVANCED AIR, LLC",01229,D,AN,"ADVANCED AIR, LLC",1,6,12136,1213607,32136,HIO,"Hillsboro, OR",OR,41,Oregon,92,15325,1532502,34262,TRM,"Thermal, CA",CA,06,California,91,2025,1,1,2,L
2.00,0.00,0.00,898.00,AN,21894,"ADVANCED AIR, LLC",01229,D,AN,"ADVANCED AIR, LLC",1,6,15325,1532502,34262,TRM,"Thermal, CA",CA,06,California,91,12136,1213607,32136,HIO,"Hillsboro, OR",OR,41,Oregon,92,2025,1,1,2,L
2.00,0.00,0.00,905.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,13486,1348603,33486,MSO,"Missoula, MT",MT,30,Montana,84,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,2025,1,1,2,F
2.00,0.00,0.00,909.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,2025,1,1,2,F
2.00,0.00,0.00,928.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10279,1027903,30279,AMA,"Amarillo, TX",TX,48,Texas,74,14908,1490803,32575,SNA,"Santa Ana, CA",CA,06,California,91,2025,1,1,2,F
2.00,0.00,0.00,946.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2025,1,1,2,L
2.00,0.00,0.00,948.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,2025,1,1,2,L
2.00,0.00,0.00,952.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,11603,1160302,31603,EUG,"Eugene, OR",OR,41,Oregon,92,2025,1,1,2,F
2.00,0.00,0.00,967.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11481,1148102,31481,ECP,"Panama City, FL",FL,12,Florida,33,12896,1289607,32896,LBB,"Lubbock, TX",TX,48,Texas,74,2025,1,1,2,F
2.00,0.00,0.00,992.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,2025,1,1,2,F
2.00,0.00,0.00,1001.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,2025,1,1,3,F
2.00,0.00,0.00,1005.00,04Q,21080,Tradewind Aviation,01126,D,04Q,Tradewind Aviation,1,6,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,2025,1,1,3,L
2.00,0.00,0.00,1032.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,2025,1,1,3,F
2.00,0.00,0.00,1053.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,2,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12211,1221102,32211,HSH,"Las Vegas, NV",NV,32,Nevada,85,2025,1,1,3,L
2.00,0.00,0.00,1056.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,2025,1,1,3,L
2.00,0.00,0.00,1077.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,2025,1,1,3,L
2.00,0.00,0.00,1078.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,2025,1,1,3,F
2.00,0.00,0.00,1082.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11603,1160302,31603,EUG,"Eugene, OR",OR,41,Oregon,92,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,2025,1,1,3,F
2.00,0.00,0.00,1083.00,04Q,21080,Tradewind Aviation,01126,D,04Q,Tradewind Aviation,1,6,10154,1015406,30154,ACK,"Nantucket, MA",MA,25,Massachusetts,13,13936,1393603,31454,ORL,"Orlando, FL",FL,12,Florida,33,2025,1,1,3,L
2.00,0.00,0.00,1090.00,04Q,21080,Tradewind Aviation,01126,D,04Q,Tradewind Aviation,1,6,11827,1182702,32467,FXE,"Fort Lauderdale, FL",FL,12,Florida,33,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,2025,1,1,3,L
2.00,0.00,0.00,1114.00,04Q,21080,Tradewind Aviation,01126,D,04Q,Tradewind Aviation,1,6,15628,1562805,35628,VRB,"Vero Beach, FL",FL,12,Florida,33,14843,1484306,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,2025,1,1,3,L
2.00,0.00,0.00,1118.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,2025,1,1,3,L
2.00,0.00,0.00,1175.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,13898,1389806,32467,OPF,"Miami, FL",FL,12,Florida,33,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,2025,1,1,3,L
2.00,0.00,0.00,1187.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,2025,1,1,3,F
2.00,0.00,0.00,1197.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,2025,1,1,3,L
2.00,0.00,0.00,1217.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2025,1,1,3,L
2.00,0.00,0.00,1243.00,04Q,21080,Tradewind Aviation,01126,D,04Q,Tradewind Aviation,1,6,14112,1411206,33195,PIE,"St. Petersburg, FL",FL,12,Florida,33,14843,1484306,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,2025,1,1,3,L
2.00,0.00,0.00,1243.00,04Q,21080,Tradewind Aviation,01126,D,04Q,Tradewind Aviation,1,6,14843,1484306,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,14112,1411206,33195,PIE,"St. Petersburg, FL",FL,12,Florida,33,2025,1,1,3,L
2.00,0.00,0.00,1262.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,13296,1329605,30721,MHT,"Manchester, NH",NH,33,New Hampshire,14,2025,1,1,3,F
2.00,0.00,0.00,1271.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13158,1315805,33158,MAF,"Midland/Odessa, TX",TX,48,Texas,74,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,2025,1,1,3,F
2.00,0.00,0.00,1276.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,2025,1,1,3,F
2.00,0.00,0.00,1342.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14893,1489302,33192,SMF,"Sacramento, CA",CA,06,California,91,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,2025,1,1,3,F
2.00,0.00,0.00,1353.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,14182,1418203,34100,PNE,"Philadelphia, PA",PA,42,Pennsylvania,23,2025,1,1,3,L
2.00,0.00,0.00,1399.00,OO,20304,SkyWest Airlines Inc.,06700,D,OO,SkyWest Airlines Inc.,3,3,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,2025,1,1,3,F
2.00,0.00,0.00,1411.00,13Q,21437,Chartright Air Inc.,71093,I,13Q,Chartright Air Inc.,0,0,13433,1343302,33304,MOT,"Minot, ND",ND,38,North Dakota,66,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,2025,1,1,3,L
2.00,0.00,0.00,1421.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,15167,1516702,35167,TEB,"Teterboro, NJ",NJ,34,New Jersey,21,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,2025,1,1,3,L
2.00,0.00,0.00,1429.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10279,1027903,30279,AMA,"Amarillo, TX",TX,48,Texas,74,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,2025,1,1,3,F
2.00,0.00,0.00,1521.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14307,1430706,30721,PVD,"Providence, RI",RI,44,Rhode Island,15,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,2025,1,1,4,F
2.00,0.00,0.00,1559.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,14193,1419306,33728,PNS,"Pensacola, FL",FL,12,Florida,33,2025,1,1,4,F
2.00,0.00,0.00,1606.00,AN,21894,"ADVANCED AIR, LLC",01229,D,AN,"ADVANCED AIR, LLC",1,6,10325,1032505,30325,APA,"Denver, CO",CO,08,Colorado,82,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,2025,1,1,4,L
2.00,0.00,0.00,1679.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,12191,1219103,31453,HOU,"Houston, TX",TX,48,Texas,74,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,2025,1,1,4,F
2.00,0.00,0.00,1698.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,2025,1,1,4,L
2.00,0.00,0.00,1717.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,10559,1055902,30559,BFI,"Seattle, WA",WA,53,Washington,93,14320,1432004,30977,PWK,"Chicago, IL",IL,17,Illinois,41,2025,1,1,4,L
2.00,0.00,0.00,1717.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,14320,1432004,30977,PWK,"Chicago, IL",IL,17,Illinois,41,10559,1055902,30559,BFI,"Seattle, WA",WA,53,Washington,93,2025,1,1,4,L
2.00,0.00,0.00,1730.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11638,1163807,31638,FAT,"Fresno, CA",CA,06,California,91,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2025,1,1,4,F
2.00,0.00,0.00,1768.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,13891,1389101,32575,ONT,"Ontario, CA",CA,06,California,91,2025,1,1,4,F
2.00,0.00,0.00,1784.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,15376,1537604,30436,TUS,"Tucson, AZ",AZ,04,Arizona,81,2025,1,1,4,F
2.00,0.00,0.00,1787.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10599,1059904,30599,BHM,"Birmingham, AL",AL,01,Alabama,51,14908,1490803,32575,SNA,"Santa Ana, CA",CA,06,California,91,2025,1,1,4,F
2.00,0.00,0.00,1872.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,15624,1562404,31504,VPS,"Valparaiso, FL",FL,12,Florida,33,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,2025,1,1,4,F
2.00,0.00,0.00,1973.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,2025,1,1,4,F
2.00,0.00,0.00,2005.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10599,1059904,30599,BHM,"Birmingham, AL",AL,01,Alabama,51,13796,1379610,32457,OAK,"Oakland, CA",CA,06,California,91,2025,1,1,5,F
2.00,0.00,0.00,2017.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,10849,1084907,30849,BZN,"Bozeman, MT",MT,30,Montana,84,2025,1,1,5,F
2.00,0.00,0.00,2093.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14685,1468502,34685,SAV,"Savannah, GA",GA,13,Georgia,34,14679,1467903,33570,SAN,"San Diego, CA",CA,06,California,91,2025,1,1,5,F
2.00,0.00,0.00,2141.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,2025,1,1,5,F
2.00,0.00,0.00,2178.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14908,1490803,32575,SNA,"Santa Ana, CA",CA,06,California,91,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,2025,1,1,5,F
2.00,0.00,0.00,2207.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,10800,1080003,32575,BUR,"Burbank, CA",CA,06,California,91,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,2025,1,1,5,F
2.00,0.00,0.00,2218.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,2025,1,1,5,F
2.00,0.00,0.00,2241.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,14689,1468902,34689,SBA,"Santa Barbara, CA",CA,06,California,91,2025,1,1,5,F
2.00,0.00,0.00,2273.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,2025,1,1,5,F
2.00,0.00,0.00,2280.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13296,1329605,30721,MHT,"Manchester, NH",NH,33,New Hampshire,14,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,2025,1,1,5,F
2.00,0.00,0.00,2281.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14689,1468902,34689,SBA,"Santa Barbara, CA",CA,06,California,91,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,2025,1,1,5,F
2.00,0.00,0.00,2283.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,13891,1389101,32575,ONT,"Ontario, CA",CA,06,California,91,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2025,1,1,5,F
2.00,0.00,0.00,2300.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,2025,1,1,5,F
2.00,0.00,0.00,2327.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,12954,1295407,32575,LGB,"Long Beach, CA",CA,06,California,91,2025,1,1,5,F
2.00,0.00,0.00,2380.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,13796,1379610,32457,OAK,"Oakland, CA",CA,06,California,91,13034,1303402,33034,LNY,"Lanai, HI",HI,15,Hawaii,2,2025,1,1,5,L
2.00,0.00,0.00,2409.00,WN,19393,Southwest Airlines Co.,06725,D,WN,Southwest Airlines Co.,3,3,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,13796,1379610,32457,OAK,"Oakland, CA",CA,06,California,91,2025,1,1,5,F
2.00,0.00,0.00,2504.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,2,15618,1561801,32575,VNY,"Van Nuys, CA",CA,06,California,91,12758,1275804,32758,KOA,"Kona, HI",HI,15,Hawaii,2,2025,1,1,6,L
2.00,0.00,0.00,2531.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,14893,1489302,33192,SMF,"Sacramento, CA",CA,06,California,91,2025,1,1,6,F
2.00,0.00,0.00,2534.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,2025,1,1,6,F
2.00,0.00,0.00,2592.00,3EQ,21974,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,2,13830,1383002,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,14262,1426204,34262,PSP,"Palm Springs, CA",CA,06,California,91,2025,1,1,6,L
2.00,0.00,0.00,2691.00,27Q,21652,"Jet Aviation Flight Services, Inc.",01194,D,27Q,"Jet Aviation Flight Services, Inc.",2,2,10559,1055902,30559,BFI,"Seattle, WA",WA,53,Washington,93,12758,1275804,32758,KOA,"Kona, HI",HI,15,Hawaii,2,2025,1,1,6,L
2.00,0.00,0.00,2762.00,BQJ,22127,Brenzil Pty. Ltd. d/b/a Brenzil Jet Charter,71291,I,BQJ,Brenzil Pty. Ltd. d/b/a Brenzil Jet Charter,0,0,12889,1288904,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,12173,1217305,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,2025,1,1,6,L
2.00,0.00,0.00,3836.00,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,3,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,2025,1,1,8,F
2.00,0.00,0.00,4962.00,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,0,0,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,12173,1217305,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,2025,1,1,10,L
2.00,0.00,12.00,34.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,14880,1488002,34880,SLQ,"Sleetmute, AK",AK,02,Alaska,1,11028,1102803,31028,CKD,"Crooked Creek, AK",AK,02,Alaska,1,2025,1,1,1,F
2.00,0.00,14.00,54.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,11550,1155001,31550,EMK,"Emmonak, AK",AK,02,Alaska,1,13434,1343405,33434,MOU,"Mountain Village, AK",AK,02,Alaska,1,2025,1,1,1,F
2.00,0.00,15.00,44.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,13369,1336901,33369,MLL,"Marshall, AK",AK,02,Alaska,1,12807,1280702,32807,KSM,"St. Mary's, AK",AK,02,Alaska,1,2025,1,1,1,F
2.00,0.00,15.00,60.00,7S,20330,Ryan Air f/k/a Arctic Transportation,06995,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,14627,1462702,34627,RSH,"Russian Mission, AK",AK,02,Alaska,1,10304,1030402,30304,ANI,"Aniak, AK",AK,02,Alaska,1,2025,1,1,1,F
2.00,0.00,22.00,11.00,7S,20330,Ryan Air f/k/a Arctic Transportation,06995,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10996,1099602,30996,CHU,"Chuathbaluk, AK",AK,02,Alaska,1,10304,1030402,30304,ANI,"Aniak, AK",AK,02,Alaska,1,2025,1,1,1,G
2.00,0.00,33.00,114.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,13770,1377002,33770,NUP,"Nunapitchuk, AK",AK,02,Alaska,1,15554,1555402,35554,VAK,"Chevak, AK",AK,02,Alaska,1,2025,1,1,1,F
2.00,0.00,70.00,29.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,12195,1219502,32195,HPB,"Hooper Bay, AK",AK,02,Alaska,1,14718,1471802,34718,SCM,"Scammon Bay, AK",AK,02,Alaska,1,2025,1,1,1,F
2.00,0.00,78.00,7.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,14130,1413003,34130,PKA,"Napaskiak, AK",AK,02,Alaska,1,15798,1579802,35798,WNA,"Napakiak, AK",AK,02,Alaska,1,2025,1,1,1,F
2.00,0.00,88.00,77.00,7S,20330,Ryan Air f/k/a Arctic Transportation,06995,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,14816,1481602,34816,SHX,"Shageluk, AK",AK,02,Alaska,1,10304,1030402,30304,ANI,"Aniak, AK",AK,02,Alaska,1,2025,1,1,1,G
2.00,0.00,114.00,131.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,13770,1377002,33770,NUP,"Nunapitchuk, AK",AK,02,Alaska,1,12195,1219502,32195,HPB,"Hooper Bay, AK",AK,02,Alaska,1,2025,1,1,1,F
2.00,0.00,226.00,30.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,15282,1528205,35282,TNK,"Tununak, AK",AK,02,Alaska,1,15887,1588703,35887,WWT,"Newtok, AK",AK,02,Alaska,1,2025,1,1,1,F
2.00,0.00,283.00,11.00,K2,21820,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",01212,D,K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",1,5,10304,1030402,30304,ANI,"Aniak, AK",AK,02,Alaska,1,10996,1099602,30996,CHU,"Chuathbaluk, AK",AK,02,Alaska,1,2025,1,1,1,F
